51356: (1,2,1,1,4,3,1,0)
51746: (1,2,1,5,1,0,1,0)
51765: (1,2,1,5,1,3,1,1)
52066: (1,2,2,1,4,1,2,0)
53322: (1,2,4,0,1,3,0,0)
55742: (1,3,0,2,2,2,1,0)
57626: (1,3,3,0,1,0,1,0)
58110: (1,3,3,4,1,1,0,0)
59927: (1,3,6,1,1,3,2,1)
60247: (1,3,6,4,0,1,0,1)
60344: (1,3,6,4,4,1,1,0)
60741: (1,4,0,2,0,3,1,1)
60892: (1,4,0,3,2,0,2,0)
61051: (1,4,0,4,3,3,0,1)
62642: (1,4,3,0,0,0,1,0)
67235: (1,5,2,2,1,1,2,1)
69211: (1,5,5,0,3,3,0,1)
69606: (1,5,5,4,0,1,0,0)
76472: (1,7,1,1,1,1,1,0)
77988: (1,7,3,1,4,2,0,0)
79766: (1,7,5,4,3,2,1,0)
80907: (2,0,0,2,1,0,1,1)
82444: (2,0,2,3,0,0,2,0)
84391: (2,0,5,1,1,1,0,1)
84400: (2,0,5,1,1,2,2,0)
84701: (2,0,5,3,4,0,2,1)
91044: (2,2,0,2,3,2,0,0)
91608: (2,2,1,1,2,0,0,0)
92877: (2,2,2,5,4,3,1,1)
93864: (2,2,4,2,1,0,0,0)
94152: (2,2,4,4,3,0,0,0)
94190: (2,2,4,4,4,2,1,0)
95694: (2,2,6,5,2,1,0,0)
95792: (2,3,0,0,1,1,1,0)
96315: (2,3,0,4,3,0,1,1)
96349: (2,3,0,4,4,2,0,1)
97595: (2,3,2,3,1,1,2,1)
97857: (2,3,2,5,2,1,1,1)
100439: (2,3,6,2,4,3,2,1)
101550: (2,4,1,0,1,1,0,0)
101566: (2,4,1,0,1,3,2,0)
101915: (2,4,1,3,1,1,2,1)
101991: (2,4,1,3,4,2,1,1)
103327: (2,4,3,3,0,1,0,1)
104041: (2,4,4,3,0,0,0,1)
104426: (2,4,5,0,1,0,1,0)
105072: (2,4,5,5,3,0,0,0)
105095: (2,4,5,5,3,3,2,1)
105398: (2,4,6,2,1,2,1,0)
105733: (2,4,6,5,0,2,0,1)
111022: (2,6,0,1,0,3,2,0)
113784: (2,6,4,0,1,0,0,0)
113798: (2,6,4,0,1,2,1,0)
114150: (2,6,4,3,1,1,0,0)
114395: (2,6,4,5,1,1,2,1)
116772: (2,7,1,1,0,2,0,0)
117482: (2,7,2,1,0,0,1,0)
118016: (2,7,2,5,2,1,1,0)
118437: (2,7,3,2,4,3,1,1)
118915: (2,7,4,0,4,3,0,1)
119403: (2,7,4,5,0,0,1,1)
119422: (2,7,4,5,0,3,2,0)
120139: (2,7,5,5,0,3,0,1)
120183: (2,7,5,5,2,2,1,1)
127815: (3,1,2,3,0,2,1,1)
129124: (3,1,4,2,0,0,2,0)
129342: (3,1,4,3,4,1,0,0)
129529: (3,1,4,5,2,0,0,1)
131549: (3,2,0,4,1,0,2,1)
132504: (3,2,2,0,1,0,0,0)
135523: (3,2,6,1,1,3,0,1)
137055: (3,3,1,2,0,2,1,1)
137235: (3,3,1,3,3,0,1,1)
137602: (3,3,2,0,3,1,2,0)
138173: (3,3,2,5,2,0,2,1)
138211: (3,3,2,5,3,3,0,1)
139192: (3,3,4,1,4,2,2,0)
147137: (3,5,1,2,0,2,2,1)
147270: (3,5,1,3,1,1,0,0)
147355: (3,5,1,3,4,3,0,1)
147532: (3,5,1,5,2,0,2,0)
148455: (3,5,3,1,0,2,1,1)
149184: (3,5,4,1,1,0,0,0)
151351: (3,6,0,1,1,1,0,1)
151360: (3,6,0,1,1,2,2,0)
151470: (3,6,0,2,1,1,0,0)
153384: (3,6,3,0,1,0,0,0)
154994: (3,6,5,1,3,0,1,0)
155461: (3,6,5,5,2,2,0,1)
156204: (3,6,6,5,3,2,0,0)
159331: (3,7,4,1,3,3,0,1)
159630: (3,7,4,4,1,1,0,0)
160920: (3,7,6,3,0,0,0,0)
201959: (5,0,0,2,4,3,2,1)
203249: (5,0,2,1,3,2,2,1)
203548: (5,0,2,4,1,0,2,0)
206675: (5,1,0,0,1,1,2,1)
207418: (5,1,1,0,2,1,2,0)
207885: (5,1,1,4,1,3,1,1)
209495: (5,1,3,5,3,3,2,1)
211409: (5,1,6,3,3,2,2,1)
211519: (5,1,6,4,3,1,0,1)
211528: (5,1,6,4,3,2,2,0)
213695: (5,2,2,4,3,3,2,1)
214424: (5,2,3,4,4,1,1,0)
215347: (5,2,5,0,2,3,0,1)
215524: (5,2,5,2,0,0,2,0)
215609: (5,2,5,2,3,2,2,1)
215742: (5,2,5,3,4,1,0,0)
223687: (5,4,2,4,0,1,0,1)
224668: (5,4,4,0,1,0,2,0)
224706: (5,4,4,0,2,3,0,0)
225277: (5,4,4,5,1,2,0,1)
225644: (5,4,5,2,1,3,1,0)
225824: (5,4,5,3,4,1,1,0)
227356: (5,5,0,4,3,0,2,0)
230375: (5,5,4,5,3,3,2,1)
231330: (5,5,6,1,3,3,0,0)
233350: (5,6,2,0,2,3,2,0)
233537: (5,6,2,2,0,2,2,1)
233755: (5,6,2,3,4,3,0,1)
235064: (5,6,4,2,4,1,1,0)
242696: (6,0,1,0,2,1,1,0)
242740: (6,0,1,0,4,0,2,0)
243457: (6,0,2,0,4,0,0,1)
243476: (6,0,2,0,4,3,1,0)
243964: (6,0,2,5,0,0,2,0)
244442: (6,0,3,3,0,0,1,0)
244863: (6,0,4,0,2,2,1,1)
245397: (6,0,4,4,4,3,1,1)
246107: (6,0,5,4,4,1,2,1)
248484: (6,1,2,0,3,2,0,0)
248729: (6,1,2,2,3,2,2,1)
249081: (6,1,2,5,3,1,1,1)
249095: (6,1,2,5,3,3,2,1)
251857: (6,1,6,4,4,0,0,1)
257146: (6,3,0,0,4,1,2,0)
257481: (6,3,0,3,3,1,1,1)
257784: (6,3,1,0,1,0,0,0)
257807: (6,3,1,0,1,3,2,1)
258453: (6,3,1,5,3,3,1,1)
258838: (6,3,2,2,4,3,2,0)
259552: (6,3,3,2,4,2,2,0)
260888: (6,3,5,2,0,1,1,0)
260964: (6,3,5,2,3,2,0,0)
261313: (6,3,5,5,3,0,0,1)
261329: (6,3,5,5,3,2,2,1)
262440: (6,4,0,3,0,0,0,0)
265022: (6,4,4,0,2,2,1,0)
265284: (6,4,4,2,3,2,0,0)
266530: (6,4,6,1,0,1,2,0)
266564: (6,4,6,1,1,3,1,0)
267087: (6,4,6,5,3,2,1,1)
267185: (6,5,0,0,2,2,2,1)
268689: (6,5,2,1,0,1,1,1)
268727: (6,5,2,1,1,3,2,1)
269015: (6,5,2,3,3,3,2,1)
270002: (6,5,4,0,0,0,1,0)
271271: (6,5,5,4,2,3,2,1)
271835: (6,5,6,3,1,1,2,1)
278178: (6,7,1,2,0,3,0,0)
278479: (6,7,1,4,3,1,0,1)
278488: (6,7,1,4,3,2,2,0)
280435: (6,7,4,2,4,3,0,1)
281972: (6,7,6,3,3,3,1,0)
283113: (7,0,1,1,1,1,1,1)
284891: (7,0,3,4,0,1,2,1)
286407: (7,0,5,4,3,2,1,1)
293273: (7,2,1,1,4,2,2,1)
293668: (7,2,1,5,1,0,2,0)
295644: (7,2,4,3,3,2,0,0)
300237: (7,3,3,5,4,3,1,1)
301828: (7,3,6,1,1,0,2,0)
301987: (7,3,6,2,2,3,0,1)
302138: (7,3,6,3,4,0,1,0)
302535: (7,4,0,1,0,2,1,1)
302632: (7,4,0,1,4,2,2,0)
302952: (7,4,0,4,3,0,0,0)
304769: (7,4,3,1,3,2,2,1)
305253: (7,4,3,5,3,3,1,1)
307137: (7,4,6,3,2,1,1,1)
309557: (7,5,2,5,3,0,2,1)
310813: (7,5,4,4,0,2,0,1)
311114: (7,5,5,0,3,0,1,0)
311133: (7,5,5,0,3,3,1,1)
311523: (7,5,5,4,0,0,1,1)
312016: (7,5,6,2,0,2,2,0)
312166: (7,5,6,3,1,3,2,0)
318501: (7,7,1,2,0,3,1,1)
319811: (7,7,3,1,0,1,2,1)
319841: (7,7,3,1,1,2,2,1)
319990: (7,7,3,2,2,3,2,0)
320159: (7,7,3,3,4,3,2,1)
320877: (7,7,4,3,4,3,1,1)
327800: (8,1,0,1,3,1,1,0)
327818: (8,1,0,1,4,0,1,0)
327892: (8,1,0,2,2,0,2,0)
328946: (8,1,1,5,1,0,1,0)
330291: (8,1,3,4,2,0,1,1)
330844: (8,1,4,3,0,0,2,0)
331503: (8,1,5,2,2,2,1,1)
334226: (8,2,2,1,1,0,1,0)
334245: (8,2,2,1,1,3,1,1)
334795: (8,2,2,5,4,3,0,1)
334851: (8,2,3,0,2,0,1,1)
336201: (8,2,4,5,3,1,1,1)
339300: (8,3,2,1,2,2,0,0)
342264: (8,3,6,2,1,0,0,0)
342278: (8,3,6,2,1,2,1,0)
342440: (8,3,6,3,3,1,1,0)
342703: (8,3,6,5,4,1,0,1)
343511: (8,4,1,0,2,3,2,1)
344035: (8,4,1,4,4,3,0,1)
344411: (8,4,2,2,0,1,2,1)
344494: (8,4,2,2,3,3,2,0)
344618: (8,4,2,3,4,0,1,0)
346493: (8,4,5,1,2,0,2,1)
353049: (8,6,0,2,0,1,1,1)
353087: (8,6,0,2,1,3,2,1)
353825: (8,6,1,2,2,2,2,1)
354037: (8,6,1,4,1,2,0,1)
355851: (8,6,4,1,2,0,1,1)
356547: (8,6,5,1,1,0,1,1)
357413: (8,6,6,2,2,0,2,1)
357531: (8,6,6,3,2,0,1,1)
357550: (8,6,6,3,2,3,2,0)
358237: (8,7,0,3,1,2,0,1)
360276: (8,7,3,2,1,2,0,0)
360673: (8,7,3,5,3,0,0,1)
360689: (8,7,3,5,3,2,2,1)
360747: (8,7,4,0,1,0,1,1)
361457: (8,7,5,0,0,2,2,1)
361555: (8,7,5,0,4,3,0,1)
361752: (8,7,5,2,3,0,0,0)
361775: (8,7,5,2,3,3,2,1)
362380: (8,7,6,1,4,0,2,0)
362584: (8,7,6,3,2,2,2,0)
